n_clusters,silhouette,davies_bouldin
2,0.15093723772726197,2.153279018964824
3,0.13981451594143612,1.8413931090658682
4,0.0776311488423556,2.2187687877922424
5,0.08074097960845003,2.1765059717621003
6,0.0640873660011845,2.201216664107336
7,0.06178294231111663,2.1181902907011567
8,0.0630728553395517,2.10533868609528
9,0.06590367372035269,2.09320155963048
10,0.03789123427057149,2.21155545976616
11,0.024584505375262557,2.254536922863512
12,0.020249091408866316,2.2809681195599953
13,0.020741694103150268,2.3154009618454867
14,0.022472956854666288,2.418667992376743
15,0.02338798984231132,2.405007068387776
16,0.021377235171496985,2.4109038417305415
17,0.022784842790688622,2.3435260730909095
18,0.012618324342100718,2.3800893817460365
19,0.014756487190845014,2.3790139550302634
20,0.015034215712289134,2.3317851428940637
21,0.015237849457021044,2.287567125377806
22,0.013348629672525515,2.2808587145703956
23,0.014300640418361243,2.3158859627776387
24,0.015773821127932137,2.2963272294114234
25,0.017905225257360192,2.3316086201452304
26,0.008405054121899026,2.3540573954686055
27,0.00899752786361331,2.352439537636524
28,0.009178648855334268,2.3372289576074357
29,0.009681138547469501,2.3697345100325746
30,0.008709570736314343,2.3870097848322223
