n_clusters,silhouette,davies_bouldin
2,0.14168243788359,2.0359765134861623
3,0.1492377854706452,1.7674903655376577
4,0.06328865545708151,2.1849511769310035
5,0.06982683326823928,2.168065545968118
6,0.0643768652194425,2.1973363049287062
7,0.06239410711444198,2.1374334963245842
8,0.0299173543472016,2.2025322868096024
9,0.0308384995786959,2.220020759085025
10,0.034776223177732574,2.202279525416023
11,0.037424487199922245,2.149999461284828
12,0.03814373421255355,2.090351678746123
13,0.025573670238136392,2.1752676415585035
14,0.016370233403389816,2.1885493840068886
15,0.020390095042995188,2.201506092546525
16,0.01983058804475841,2.2646217402379625
17,0.024700450165955942,2.237726858369058
18,0.02509656267660296,2.2258799582386355
19,0.025171501754004472,2.23914171187406
20,0.023012476971081976,2.2643643590979035
21,0.013570036497935296,2.3263531564211557
22,0.013870384707077589,2.3297439457669427
23,0.006569028918436992,2.329268054694761
24,0.007196336338707273,2.3262333377250752
25,0.0073112511056787925,2.293034855820054
26,0.008210185106137583,2.3072153472343535
27,0.007657796903269217,2.2919153633251916
28,0.007198858112857418,2.2880430615547125
29,0.008015768485696363,2.315605936014931
30,0.00866072177066422,2.2939575250275652
