n_clusters,silhouette,davies_bouldin
2,0.3602519049725504,1.687819706280496
3,0.18689405372892778,1.796762002555545
4,0.18968394383991583,1.7111645586623183
5,0.06064715481490949,2.1696761920888057
6,0.069650031140606,2.143205349851798
7,0.04937273152364898,2.1759706432414743
8,0.04236245902447157,2.157241739643753
9,0.0470421156839202,2.15790759044575
10,0.04924807799584645,2.2135356198929066
11,0.051173455626310274,2.2590392046711067
12,0.054248983465925174,2.240356377329146
13,0.054936007306689356,2.236270294115558
14,0.05414623357037271,2.2455875156672302
15,0.052351202762348746,2.244898203423963
16,0.05297223989302789,2.1732518044215023
17,0.052165583667672495,2.1087027495280033
18,0.049112267794892694,2.1380359717945128
19,0.05061188217985941,2.095666940118735
20,0.043523115988840455,2.1114908143737514
21,0.02127862555483869,2.162717199829643
22,0.022671619127644278,2.1747562872224573
23,0.02318297969969642,2.1733320784070687
24,0.02352097335464678,2.16046934769984
25,0.024942402150096608,2.1757214965628533
26,0.0263938658969606,2.188021598879607
27,0.02250280967693233,2.2449479133752686
28,0.02266613407698108,2.212264485524913
29,0.024676085000589053,2.1996833162906992
30,0.025752791411274525,2.250067441911718
