n_clusters,silhouette,davies_bouldin
2,0.2556449822610076,1.8176829153149308
3,0.23282724329784474,1.6115977837837956
4,0.09729849727131544,1.8834035963478706
5,0.10871543099824703,1.8554448306834843
6,0.0915489023080274,1.967270010966119
7,0.08186993826165413,1.994522730458187
8,0.08467639856815473,2.0357559511297305
9,0.07620644024318582,2.040141944359589
10,0.048309619327865386,2.1708391191236203
11,0.05312640313094828,2.1304218708306917
12,0.05497921866358989,2.1328395525427406
13,0.036989027376859905,2.1765522688682726
14,0.03787665425267911,2.1594135197422517
15,0.03427597899820837,2.13683188375245
16,0.034778485578582645,2.08241890893916
17,0.028359330133074106,2.1925207849227233
18,0.026007715945595068,2.1868045304687946
19,0.028707627605294325,2.181691160376458
20,0.029682726687699272,2.161361974710695
21,0.03203039475827332,2.1418669666474495
22,0.029911659853177393,2.185007971658046
23,0.030202184000186486,2.177833725204253
24,0.03102529297972773,2.2455045011004393
25,0.03212402828253321,2.2598340095406217
26,0.03398965444038026,2.287098848041259
27,0.0356781267100516,2.3427353950458087
28,0.03670347800144673,2.299420494033438
29,0.03790872284786079,2.2807971471437707
30,0.032098874616389335,2.2715109304163104
