n_clusters,silhouette,davies_bouldin
2,0.05219762068320131,6.671255834574822
3,0.06148658452874524,4.998665828111542
4,-0.003844933980972188,5.017289862745725
5,-0.013383284682873262,5.134630477668071
6,-0.01092410327767779,5.047753179678742
7,-0.0074688988994578605,4.606137364002231
8,-0.01500659467476798,4.459002184721063
9,-0.02029962512737672,4.514016941493752
10,-0.017642204971855584,4.460221109662881
11,-0.014544287406903325,4.181027757387537
12,-0.012490370579782582,3.9732976745140376
13,-0.010068852089933116,4.28215492564459
14,-0.008506617238264236,4.20023524439786
15,-0.006712340562273207,4.675742193434188
16,-0.0045611334955904526,4.773889066831183
17,-0.003658507467650903,4.902033374506966
18,-0.0019130008785592846,4.839381844276036
19,-0.0006379449394616804,4.639850832401419
20,-0.0015458102879494294,4.552680816974569
21,8.575870799833578e-05,4.416222416140407
22,0.001955026484827002,4.306136976006029
23,0.0021748448128052827,4.253413417654348
24,0.0026236612291533866,4.2408348915474114
25,0.004046291954553002,4.217137878188657
26,0.005417376340236841,4.152129351946454
27,0.006622035989476629,4.297838562565056
28,0.008332959042123287,4.165230473334597
29,0.010081542588929952,4.07785371953214
30,0.011878335639503223,3.9956891678940445
